neuroNamesID,cNIDType,cNID,cTypeId,cType,brainStructureType,standardName,standardAcronym,brainInfoURL,cDefinition,synonyms,parents
3602,a,NA,6,ancillary concepts,Not Defined,granular cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3602,"is a cytoarchitecturally defined term denoting the type of neocortex that is distinguished by the typical organization of granule cells into an external granular layer (II) and an internal granular layer (IV) ( Carpenter-1983 ). It is distinguished from dysgranular cortex, which has fewer granule cells in a single layer or as distinct clusters, and agranular cortex, which has no granule cells ( Mesulam-1982 ).",,
3603,a,NA,6,ancillary concepts,Not Defined,dysgranular cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3603,"refers to a cytoarchitecturally defined type of neocortex intermediate in structure  between granular cortex and agranular cortex. The granular cortex  has two layers of granule cells, an external granular layer (II) and an internal granular layer (IV). Dysgranular cortex has fewer granule cells, which are grouped in a single layer or as distinct clusters. Agranular cortex has no granule cells ( Mesulam-1982 ).",,
3604,a,NA,6,ancillary concepts,Not Defined,subputaminal nucleus,SpN,http://braininfo.org/centraldirectory.aspx?ID=3604,"refers to a cluster of large cholinergic neurons that form the rostrolateral part of the basal nucleus in the human and the chimpanzee. It is located deep to the putamen next to the temporal limb of the anterior commissure.  In the human the anterior and intermediate parts of the nucleus are densely packed. The cells are  fewer and more dispersed in the chimpanzee. The nucleus is not present in the macaque or other Old World and New World monkeys. 
As part of the basal nucleus it is thought to play a role in attention, learning, memory, and cortical plasticity  ( Raghanti-2011 ). In the human it is more prominent in the left hemisphere than the right, and it sends a projection to the inferior frontal gyrus, which includes Broca's area. Those features suggest  that the subputaminal nucleus may play a role in speech and cognition ( Simic-1999 ). ",,
3605,a,NA,6,ancillary concepts,Not Defined,limbic cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3605,"refers to the set of cortical areas defined on the basis of internal structure that comprise the limbic lobe in the human and the macaque. Its boundaries are not precisely contiguous with those of the limbic lobe, which is defined on the basis of external sulcal landmarks.
The limbic cortex has three major components: cingulate cortex, parahippocampal cortex, and hippocampal cortex, ",,
3606,a,NA,6,ancillary concepts,Not Defined,area 23* - obsolete,23*,http://braininfo.org/centraldirectory.aspx?ID=3606,,,
3607,a,NA,6,ancillary concepts,Not Defined,area a24',a24',http://braininfo.org/centraldirectory.aspx?ID=3607,"refers to the part of area 24 that intersects the anterior midcingulate cortex of the human and the macaque. Defined on the basis of multiple criteria, it occupies approximately the middle third of the anterior cingulate gyrus. In the human it consists of four parts: area a24a', area a24b', area a24c'v, and area a24c'd. In the macaque it has only three parts: area a24a', area a24b', and area a24c' ( Vogt-2012 ).",,
3608,a,NA,6,ancillary concepts,Not Defined,area p24',p24',http://braininfo.org/centraldirectory.aspx?ID=3608,"refers to the part of area 24 located in the posterior midcingulate cortex in the human and the macaque. Defined on the basis of multiple criteria, it occupies approximately the posterior third of the anterior cingulate gyrus. In both human and macaque it consists of three parts: area p24a', area p24b', and area p24c' ( Vogt-2016 ).",,
3609,a,NA,6,ancillary concepts,Not Defined,area v23a,v23a,http://braininfo.org/centraldirectory.aspx?ID=3609,"refers to the more rostral of two parts of area v23 in the human and the macaque. Defined on the basis of multiple criteria, it is located in the human in the isthmus of the cingulate gyrus between area 26 of the retrosplenial area and area v23b. In the macaque it is located similarly, except that the macaque has no area 26, so it directly abuts the splenium of the corpus callosum ( Vogt-2012 ).",,
3610,a,NA,6,ancillary concepts,Not Defined,area v23b,v23b,http://braininfo.org/centraldirectory.aspx?ID=3610,"refers to the more caudal of two parts of area v23 in the human and the macaque. Defined on the basis of multiple criteria, it is located in the isthmus of the cingulate gyrus between area v23a and area v31. In the macaque it is located similarly, except that the macaque has no area v31 ( Vogt-2012 ).",,
3611,a,NA,6,ancillary concepts,Not Defined,parietal cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3611,"refers to the set of cortical areas defined on the basis of internal structure that comprise the parietal lobe in the human and the macaque. Its boundaries are not precisely contiguous with those of the parietal lobe, which is defined on the basis of external sulcal landmarks.
     The parietal cortex has two major components: the anterior parietal cortex located in the postcentral gyrus and the posterior parietal cortex located caudal to the postcentral sulcus ( Caspers-2012 ).",,
3612,a,NA,6,ancillary concepts,Not Defined,temporal cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3612,"refers to the set of cortical areas defined on the basis of internal structure that comprise the temporal lobe in the human and the macaque. Its boundaries are not precisely contiguous with those of the temporal lobe, which is defined on the basis of external sulcal landmarks.",,
3613,a,NA,6,ancillary concepts,Not Defined,insular cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3613,"refers to the set of cortical areas defined on the basis of internal structure that comprise the insula in the human and the macaque. Its boundaries are not precisely contiguous with those of the insula, which is defined as a lobe on the basis of external sulcal landmarks.",,
3614,a,NA,6,ancillary concepts,Not Defined,occipital cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=3614,"refers to the set of cortical areas defined on the basis of internal structure that comprise the occipital lobe in the human and the macaque. Its boundaries are not precisely contiguous with those of the occipital lobe, which is defined on the basis of external sulcal landmarks.",,
3615,a,NA,6,ancillary concepts,Not Defined,dorsal tier dopaminergic cell group,NA,http://braininfo.org/centraldirectory.aspx?ID=3615,"refers to one of two components of an alternate segmentation of the dopaminergic cell groups found in the ventral midbrain tegmentum of the human and macaque. It includes the dopaminergic cells of the A10 cell group in the ventral tegmental area, the A8 cell group in the retrorubral area, and the compact part of the A9 cell group in pars compacta of the substantia nigra. The other component is the ventral tier dopaminergic cell group. The cells of the dorsal tier are less affected in Parkinson's disease and less vulnerable to MPTP treatment than those of the ventral tier ( Haber-2012 ). ",,
3616,a,NA,6,ancillary concepts,Not Defined,ventral tier dopaminergic cell group,NA,http://braininfo.org/centraldirectory.aspx?ID=3616,"refers to one of two components of an alternate segmentation of the dopaminergic cell groups found in the ventral midbrain tegmentum of the human and macaque. It is composed of columns of dopaminergic cells of the A9 cell group, which are distributed in the pars reticulata of the substantia nigra. The other component is the dorsal tier dopaminergic cell group. The cells of the ventral tier are more reduced in Parkinson's disease and more vulnerable to MPTP treatment than those of the dorsal tier ( Haber-2012 ). ",,
3617,a,NA,6,ancillary concepts,Not Defined,perisplenial region,NA,http://braininfo.org/centraldirectory.aspx?ID=3617,"refers to the combination of two architectonically defined areas of the posterior cingulate gyrus in the human and the macaque, namely, posterior cingulate cortex and retrosplenial cortex.   'Retrosplenial region' was originally defined by Brodmann-1909 as the combination of area 29 and area 30, i.e., retrosplenial cortex.  But in recent decades it has come to be used in clinical and imaging literatures to represent  the combination of retrosplenial cortex and posterior cingulate cortex. 'Perisplenial region' was recommended in Vogt-2012 as a substitute for 'retrosplenial region' to avoid ambiguity in use of the  term.
",,
3620,a,NA,6,ancillary concepts,Not Defined,obsolete medullary cone,NA,http://braininfo.org/centraldirectory.aspx?ID=3620,"refers to a surface feature of the spinal cord in vertebrates identified by dissection. It extends from the lumbosacral enlargement to the terminal filament ( Swanson-2014 ). (replaced by ~1616 medullary cone, Swanson-2014)
",,
3621,a,NA,6,ancillary concepts,Not Defined,obsolete terminal filament,NA,http://braininfo.org/centraldirectory.aspx?ID=3621,"refers to a strand of connective tissue identified by dissection in vertebrates. It extends from the end of the spinal cord to the coccyx of the vertebral column. Historically it was believed to be a nerve or intertwined pair of nerves, hence the obsolete synonym 'unpaired nerve'  ( Swanson-2014 ).
obsoleted because already in NeuroNames as Filum terminale...changed that to terminal filament",,
3622,a,NA,6,ancillary concepts,Not Defined,tegmentum,NA,http://braininfo.org/centraldirectory.aspx?ID=3622,"refers to a composite structure of midbrain tegmentum and pontine tegmentum, structures identified by dissection in humans ( Carpenter-1983 ) and macaques  ( Martin-1997 ). Some authors use the term to refer specifically to the combination of midbrain tegmentum and pretectal region or to structures of comparable location elsewhere in the brainstem ( Swanson-2015 ).",,
3624,a,NA,6,ancillary concepts,Not Defined,supporting structures,NA,http://braininfo.org/centraldirectory.aspx?ID=3624,"refers to a tissue or fluid that surround and provide internal support to the brain and spinal cord of vertebrates. They include primarily the meninges, the subarachnoid space, the cerebral ventricles, the choroid plexus, and the central canal of the medulla and spinal cord ( Swanson-2015 ).",,
3625,a,NA,6,ancillary concepts,Not Defined,subarachnoid space,NA,http://braininfo.org/centraldirectory.aspx?ID=3625,"refers to one of the supporting structures of the central nervous system. Traversed by thin fibrillar arachnoid trabeculae, it is the space filled with cerebrospinal fluid between the outer arachnoid and inner pia membranes ( Swanson-2015 ).",,
4627,a,NA,6,ancillary concepts,Not Defined,ventral layers of the lateral geniculate nucleus,vLGB,http://braininfo.org/centraldirectory.aspx?ID=4627,"refers to one of two parts of the lateral geniculate nucleus in the human. It includes  layers 1 and 2 , which are  composed of large cells (magnocellular laminae). The other part consists of the dorsal layers of the lateral geniculate nucleus; they include layers 3 - 6, which are composed of small cells (parvicellular laminae)  ( Carpenter-1983 ). ",,
4628,a,NA,6,ancillary concepts,Not Defined,dorsal layers of the lateral geniculate nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=4628,"refers to one of two parts of the lateral geniculate nucleus in the human. It includes  layers 3 to 6 , which are  composed of small cells (parvicellular laminae). The other part consists of the ventral layers of the lateral geniculate nucleus,  layers 1 and 2, which are composed of large cells (magnoicellular laminae)  ( Carpenter-1983 ).",,
4629,a,NA,6,ancillary concepts,Not Defined,area MST,MST,http://braininfo.org/centraldirectory.aspx?ID=4629,"refers to a functionally defined ( unit activity correlated with speed of motion ) cortical area located in the anterior bank of the superior temporal sulcus near the supramarginal gyrus in the macaque ( Duffy-1997 ). In the human it is located near the boundary between the temporal lobe and the occipital lobe ( Glasser-2016 ).  In humans it is distinguished by multiple criteria, including dense myelination, functional connectivity, and involvement in perception of motion. It is part of the MT+ complex. Other authors have referred to the same topological area as overlapping area MSTv, hOC5, or hOC5v ( Glasser-2016 ).",,
4630,a,NA,6,ancillary concepts,Not Defined,MT+ complex,NA,http://braininfo.org/centraldirectory.aspx?ID=4630,"refers to a combination of structures defined by multiple criteria at the junction of the temporal lobe and occipital lobe in the human and the macaque. It includes four structures involved in motion detection: area MT, area MST, area V4t, and area FST ( Glasser-2016 ). ",,
4631,a,NA,6,ancillary concepts,Not Defined,area V6,V6,http://braininfo.org/centraldirectory.aspx?ID=4631,"refers to a functionally defined cortical area located on the medial surface of the cerebral hemisphere, in the posterior (occipital bank)  of the parieto-occipital sulcus of the human.  In the macaque it is located in the anterior bank at the bottom of the sulcus.  In both it is located between area V2 and area V6A. It is distinguished by multiple criteria, including dense myelination, functional connectivity, and involvement in working memory. It is part of dorsal stream visual cortex. Other authors have referred to the same topological area as 112  ( Glasser-2016; Fattori-2009 ).",,
4632,a,NA,6,ancillary concepts,Not Defined,area V2,V2,http://braininfo.org/centraldirectory.aspx?ID=4632,"refers to an area defined by multiple criteria in a belt around the occipital lobe that includes parts of the cuneus, the lingual gyrus and the middle occipital gyrus in humans and macaques. It is located largely between area V1 and area V3 in early visual cortex. It is distinguished from surrounding areas by cytoarchitecture, myelination, resting state functional activity, and absence of functional connectivity with the lateral geniculate nucleus. Other authors have referred to the same topological area as 18, hOC2, OB, or BA18  ( Glasser-2016 ).
",,
4633,a,NA,6,ancillary concepts,Not Defined,area V3,V3,http://braininfo.org/centraldirectory.aspx?ID=4633,"refers to a cortical structure defined by multiple criteria in the human and the macaque. It occupies a belt around the occipital lobe located largely between area V2 and area V4. A part of early visual cortex, it is distinguished from surrounding areas by myelination, thickness, visuotopic connectivity, and resting functional connectivity with area V1. Other authors have referred to the same topological area as V3d, V3v, VP, hOC3d, or hOC3v ( Glasser-2016 ).

",,
4634,a,NA,6,ancillary concepts,Not Defined,area V4,V4,http://braininfo.org/centraldirectory.aspx?ID=4634,"refers to an occipital lobe structure defined by multiple criteria in the human and the macaque.It surrounds most of area V3. A part of early visual cortex, it is distinguished from surrounding areas by myelination, thickness, resting functional connectivity and visuotopic connectivity. Other authors have referred to the same topological area as V4d, V4v, hV4, hOC4v, hOC4lp, or LO1 ( Glasser-2016 ).
",,
4635,a,NA,6,ancillary concepts,Not Defined,area V8,V8,http://braininfo.org/centraldirectory.aspx?ID=4635,"refers to a cortical structure located at the junction of the occipital lobe and temporal lobe on  the inferior surface of the cerebral hemisphere of the human. Defined by multiple criteria, it is a part of the ventral stream visual cortex. It is distinguished from surrounding areas by thick myelination and visuotopic signs. Other authors have referred to the same topological area as VO1 ( Glasser-2016 ).",,
4636,a,NA,6,ancillary concepts,Not Defined,early visual cortex,EVC,http://braininfo.org/centraldirectory.aspx?ID=4636,"refers to a region of visual cortex located in the occipital lobe and posterior areas of the parietal lobe and temporal lobe in the human and the macaque. Defined on the basis of multiple criteria it is, by functional connectivity, located between the regions of primary visual cortex (area V1) and intermediate visual cortex. It is composed of area V2, area V3, and area V4 ( Glasser-2016 ).",,
4637,a,NA,6,ancillary concepts,Not Defined,intermediate visual cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=4637,"refers to a region of visual cortex located in the occipital lobe and posterior areas of the temporal lobe and parietal lobe in the human and the macaque. Defined on the basis of multiple criteria it includes the ventral stream cortex, dorsal stream cortex, and MT+ cortex  ( Glasser-2016 ).",,
4638,a,NA,6,ancillary concepts,Not Defined,area V3CD,V3CD,http://braininfo.org/centraldirectory.aspx?ID=4638,"refers to a cortical structure located on the lateral surface of the cerebral hemisphere at the junction of the occipital lobe and temporal lobe, between early visual cortex and the MT+ complex of the human. Defined by multiple criteria, it is a part of MT+ neighbors. Compared to adjacent areas, it is fMRI activated in a TOOL task, a RELATIONAL-MATCH contrast,  WORKING MEMORY, RELATIONAL, EMOTION, and PLACE tasks. It is less activated in a BODY task and is variably activated or deactivated, depending on the comparison area, in a FACES-SHAPES contrast.  Other authors have referred to the same topological area as V3A,V3B, or hOC4la ( Glasser-2016 ). ",,
4639,a,NA,6,ancillary concepts,Not Defined,area LO1,LO1,http://braininfo.org/centraldirectory.aspx?ID=4639,"refers to a cortical structure located on the lateral surface of the cerebral hemisphere at the junction of the occipital lobe and temporal lobe, between early visual cortex and the MT+ complex of the human. Defined by multiple criteria, it is a part of MT+ neighbors. Other authors have referred to the same topological area as LO2 or hOC4la ( Glasser-2016 ). ",,
4640,a,NA,6,ancillary concepts,Not Defined,area LO2,LO2,http://braininfo.org/centraldirectory.aspx?ID=4640,"refers to a cortical structure located on the lateral surface of the cerebral hemisphere at the junction of the occipital lobe and temporal lobe, between early visual cortex and the MT+ complex of the human. Defined by multiple criteria, it is a part of MT+ neighbors. Compared to adjacent areas, it is fMRI activated in a FACES-SHAPES contrast and a RELATIONAL task. It is less activated in a BODY task. Other authors have referred to the same topological area as LO1 or hOC4la ( Glasser-2016 ). ",,
4641,a,NA,6,ancillary concepts,Not Defined,area LO3,LO3,http://braininfo.org/centraldirectory.aspx?ID=4641,"refers to a cortical structure located on the lateral surface of the cerebral hemisphere at the junction of the occipital lobe and temporal lobe, between early visual cortex and the MT+ complex of the human. Defined by multiple criteria, it is a part of MT+ neighbors. Compared to adjacent areas, it is less fMRI activated in a SOCIAL-RANDOM contrast and a TOOL task. It is deactivated in a RELATIONAL-MATCH contrast and in WORKING MEMORY, FACE and PLACE tasks. Other authors have referred to the same topological area as  hOC4la ( Glasser-2016 ). ",,
4642,a,NA,6,ancillary concepts,Not Defined,area PH,PH,http://braininfo.org/centraldirectory.aspx?ID=4642,"refers to a cortical structure located on the lateral surface of the cerebral hemisphere at the junction of the occipital lobe and temporal lobe, between vental stream visual cortex and the MT+ complex of the human. Defined by multiple criteria, it is a part of MT+ neighbors. Compared to adjacent areas, it is fMRI activated in TOOL and RELATIONAL  tasks and deactivated in a FACE task ( Glasser-2016 ). ",,
4643,a,NA,6,ancillary concepts,Not Defined,MT+ neighbors,NA,http://braininfo.org/centraldirectory.aspx?ID=4643,"refers to a region of visual cortex located on the lateral aspect of the cerebral hemisphere at the junction of the occipital lobe and the temporal lobe in the human. Defined on the basis of multiple criteria it includes five areas adjacent to the MT+ complex: area V3CD, area LO1, area LO2, area LO3, and area PH  ( Glasser-2016 ). ",,
4644,a,NA,6,ancillary concepts,Not Defined,inferior parietal cortex,IPC,http://braininfo.org/centraldirectory.aspx?ID=4644,"refers to a cortical region located primarily in the inferior parietal lobule and surrounding the terminal ascending limb of the lateral fissure. It is lightly myelinated, moderately thick cortex, which includes some areas strongly associated with the task positive network and others with the task negative network. Like the lateral temporal cortex, it has expanded dramatically in humans relative to macaques and chimpanzees. It includes ten areas: area PGp, area PGs, area PGi, area PFm, area PF, area PFt, area PFop, area IP0, area IP1, and area IP2 ( Glasser-2016 ).",,
4645,a,NA,6,ancillary concepts,Not Defined,area PGp,PGp,http://braininfo.org/centraldirectory.aspx?ID=4645,"refers to a cortical structure located in inferior parietal cortex a region that is much expanded in humans relative to macaques and chimpanzees. It is bounded posteriorly and inferiorly by  the MT+ complex and MT+ neighbors. Defined by multiple criteria, it is fMRI activated in PLACE, SOCIAL, and MOTOR CUE tasks and deactivated in a FACE task.  Other authors have referred to the same topological area as PG or 39 ( Glasser-2016 ). ",,
4646,a,NA,6,ancillary concepts,Not Defined,task positive network,NA,http://braininfo.org/centraldirectory.aspx?ID=4646,"refers to a combination of cortical areas that are prominently fMRI activated during cognitive tasks involving attention and/or working memory. It and the task negative network are both activated under resting, no-task conditions. Rhythmic fluctuation of activity, periodic on a 2 to 3 sec time base, is anticorrelated between the  two networks ( Fox-2005 ). The task positive network includes area PF, area PHT, area 23c and area 46 ( Supplementary Methods 5.4 to Glasser-2016 ).",,
4647,a,NA,6,ancillary concepts,Not Defined,task negative network,NA,http://braininfo.org/centraldirectory.aspx?ID=4647,"refers to a combination of cortical areas where fMRI activity is anti-correlated with activity in areas of the task positive network ( Fox-2005 ).. Also known as the 'default mode network', it includes area PGi, area PGs, area TE1a, area 7m, area v23ab, area10r and area 10v ( Glasser-2016 ).",,
4648,a,NA,6,ancillary concepts,Not Defined,area PGs,PGs,http://braininfo.org/centraldirectory.aspx?ID=4648,"refers to a cortical structure located in the posterior half of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees.  It is bounded rostrally by area PFm, caudally by area PGp, dorsally by area IP1, and ventrally by area PGi. Defined by multiple criteria, it is a major node in the task negative network.  Other authors have referred to the same topological area as PGa, 39, PG, or 90  ( Glasser-2016 ). ",,
4649,a,NA,6,ancillary concepts,Not Defined,area PGi,PGi,http://braininfo.org/centraldirectory.aspx?ID=4649,"refers to a cortical structure located in the posterior half of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees.  It is bounded dorsally by area PGs,  rostrally, ventrally and caudally (right) by areas of the temporo-parieto-occipital junction. On the left it is bounded caudally by area PGs. Defined by multiple criteria, it is a major node in the task negative network. It is fMRI activated in FACE-AVG, LANGUAGE STORY, and STORY-MATH tasks. Other authors have referred to the same topological area as PGa, 39, PG, or 90  ( Glasser-2016 ). ",,
4650,a,NA,6,ancillary concepts,Not Defined,area PFm,PFm,http://braininfo.org/centraldirectory.aspx?ID=4650,"refers to a cortical structure located in the center of inferior parietal cortex, a region that is much expanded relative to macaques and chimpanzees.  It is bounded dorsally by area IP2, caudally by area PGs and area PGi, and rostroventrally by area PF and areas of the temporo-parieto-occipital junction. Defined by multiple criteria, it is transitional between nodes of the task negative network and the task negative network. It is fMRI-activated in working memory, MOTOR CUE-AVG, and GAMBLING  tasks. It is relatively deactivated in a STORY-MATH task. Other authors have referred to the same topological area as 40 or 89 and 90 of the Vogts  ( Glasser-2016 ). ",,
4651,a,NA,6,ancillary concepts,Not Defined,area PF,PF,http://braininfo.org/centraldirectory.aspx?ID=4651,"refers to a cortical structure located in the anterior half of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees.  It is bounded dorsally by area PFt, caudally by area PFm, rostrally by area PFop, and ventrally by area PFcm. Defined by multiple criteria, it is a major node in the task positive network. It is fMRI-activated in MOTOR CUE and SOCIAL TOM  tasks. It is relatively deactivated in a STORY-MATH task. Other authors have referred to the same topological area as 40 or 72 and 88 of the Vogts ( Glasser-2016 ). ",,
4652,a,NA,6,ancillary concepts,Not Defined,area PFt,PFt,http://braininfo.org/centraldirectory.aspx?ID=4652,"refers to a cortical structure located in the anterior half of inferior parietal cortex, a region much expanded in humans relative to macaques and chimpanzees.  It is bounded dorsally by area 2, caudally by area AIP, rostrally by area 1, and ventrally by area PF and area PFop. Defined by multiple criteria, it is fMRI-activated in EMOTION and SOCIAL  tasks. It is deactivated in a LANGUAGE  task and more deactivated in a FACES task. Other authors have referred to the same topological area as 72 and 88 of the Vogts ( Glasser-2016 ). ",,
4653,a,NA,6,ancillary concepts,Not Defined,area PFop,PFop,http://braininfo.org/centraldirectory.aspx?ID=4653,"refers to the most rostral area of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees.  It is bounded dorsally by area PFt, caudally by area PF, rostrally by area 1, and ventrally by area OP4. Defined by multiple criteria, it is fMRI-activated in EMOTION and SOCIAL  tasks. It is deactivated in a LANGUAGE  task and more deactivated in a FACES task. Other authors have referred to the same topological area as 40 or 72 and 88 of the Vogts ( Glasser-2016 ). ",,
4654,a,NA,6,ancillary concepts,Not Defined,area IP0,IP0,http://braininfo.org/centraldirectory.aspx?ID=4654,"refers to the most caudal of three areas, IP0, IP1, and IP2, on the dorsal margin of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees.  Located in the lateral bank of the posterior intraparietal sulcus, it is bounded dorsally by area IPS1 and area V3B, ventrally by area PGp, caudally by area V3CD and  rostrally by area IP1. Defined by multiple criteria, it is fMRI-activated and deactivated relative to neighboring areas in FACES, RELATIONAL, PLACE, AND LANGUAGE tasks ( Glasser-2016 ). ",,
4655,a,NA,6,ancillary concepts,Not Defined,area IP1,IP1,http://braininfo.org/centraldirectory.aspx?ID=4655,"refers to the central of three areas, IP0, IP1, and IP2, on the dorsal margin of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees. Located in the lateral bank of the posterior intraparietal sulcus, it is bounded dorsally by area MIP, ventrally by area PGs, caudally by area IP0 and  rostrally by area IP2. Defined by multiple criteria, it is fMRI-activated or deactivated in MOTOR CUE, LANGUAGE, STORY, RELATIONAL and FACES tasks ( Glasser-2016 )",,
4656,a,NA,6,ancillary concepts,Not Defined,area IP2,IP2,http://braininfo.org/centraldirectory.aspx?ID=4656,"refers to the the most rostral of three areas, IP0, IP1, and IP2, on the dorsal margin of inferior parietal cortex, a region that is much expanded in humans relative to macaques and chimpanzees. Located in the lateral bank of the posterior intraparietal sulcus, it is bounded dorsally by area AIP and area LIPd, ventrally by area PFm, caudally by area IP1 and  rostrally by area PF. Defined by multiple criteria, it is fMRI-activated or deactivated in MOTOR CUE and FACES tasks ( Glasser-2016 )",,
4657,a,NA,6,ancillary concepts,Not Defined,posterior cingulate cortex,PCC,http://braininfo.org/centraldirectory.aspx?ID=4657,"refers to a set of 14 cortical areas located in the posterior cingulate gyrus, isthmus of the cingulate gyrus and precuneus of the human. It differs from posterior cingulate cortex in that, rostrally it includes part of area p24, and caudally  it includes parts of precuneus extending to the intraparietal sulcus: area 7m and four areas transitional to early visual cortex: areas POS1, POS2, ProS and DVT. Identified by multiple criteria, the areas are grouped primarily on the basis of anatomical proximity. They include area DVT, area ProS, area POS1, area POS2, area RSC, area v23ab, area d23ab, area 31pv, area 31pd, area 31a, area 23d, area 23c, area PCV, and area 7m ( Glasser-2016 ).  ",,
4658,a,NA,6,ancillary concepts,Not Defined,area DVT,DVT,http://braininfo.org/centraldirectory.aspx?ID=4658,"refers to one of the more caudal of four areas in the anterior bank of the parieto-occipital sulcus, on the medial surface of the hemisphere, that are transitional between early visual cortex and posterior cingulate association cortex. The others are area ProS, area POS1 and area POS2. DVT is  bounded caudally by early visual cortex, dorsally by higher dorsal stream visual cortex, rostrally by areas POS1 and POS2, and ventrally by area ProS. It is transitional in the sense that it shares architectural features with areas more rostral and functional features similar to areas more caudal.  Defined in the human by multiple criteria, it is fMRI-activated in PLACE, EMOTION, FACES, and SOCIAL tasks. It is somewhat deactivated in LANGUAGE, STORY and THEORY OF MIND tasks ( Glasser-2016 ).",,
4659,a,NA,6,ancillary concepts,Not Defined,area ProS,ProS,http://braininfo.org/centraldirectory.aspx?ID=4659,"refers to one of the more caudal of four areas in the anterior bank of the parieto-occipital sulcus, on the medial surface of the hemisphere, that are transitional between early visual cortex and posterior cingulate association cortex. The others are area DVT, area POS1 and area POS2. ProS is  bounded caudally by early visual cortex, dorsally by area DVT, rostrally by area POS1, and ventrally by area V2. It is transitional in the sense that it shares architectural features with areas more rostral and functional features similar to areas more caudal. Defined in the human by multiple criteria, it is fMRI-activated in WORKING MEMORY and RELATIONAL tasks...activated or somewhat deactivated in a FACES task depending on the neighboring area with which it is compared ( Glasser-2016 ).  ",,
4660,a,NA,6,ancillary concepts,Not Defined,area POS1,POS1,http://braininfo.org/centraldirectory.aspx?ID=4660,"refers to one of the more rostral of four areas in the anterior bank of the parieto-occipital sulcus, on the medial surface of the hemisphere, that are transitional between early visual cortex and posterior cingulate association cortex. The others  are area DVT, area ProS, and area POS2. Commonly misidentified as a component of retrosplenial cortex, POS1 is  bounded caudally by area DVT and area ProS, dorsally by area POS2, rostrally by area RSC, area v23ab and area 7m. It is transitional in the sense that it shares architectural features with areas more rostral and functional features similar to areas more caudal. Defined in the human by multiple criteria, it is involved in the performance of an extensive number of tasks. It is fMRI-activated in PLACE and somewhat activated in MOTOR CUE tasks and deactivated in WORKING MEMORY, BODY, FACES,  LANGUAGE, STORY and RELATIONAL tasks ( Glasser-2016 ).  ",,
4661,a,NA,6,ancillary concepts,Not Defined,area POS2,POS2,http://braininfo.org/centraldirectory.aspx?ID=4661,"refers to one of the more rostral of four areas on the medial surface of the hemisphere, in the anterior bankof the parieto-occipital sulcus. that are transitional between early visual cortex and posterior cingulate association cortex. The others  are area DVT, area ProS, and area POS1. POS2 is  bounded caudally by area DVT, dorsally by area 7PL, rostrally by area 7m, and ventrally by area POS1. It is transitional in the sense that it shares architectural features with areas more rostral and functional features similar to areas more caudal. It has strong functional connectivity with area RSC. Defined in the human by multiple criteria, it is involved in the performance of an extensive number of tasks. It is fMRI-activated in MOTOR CUE, BODY and FACE tasks, and is deactivated in PLACE, FACES, LANGUAGE, MATH, STORY, and THEORY OF MIND tasks, ( Glasser-2016 ).  ",,
4662,a,NA,6,ancillary concepts,Not Defined,retrosplenial complex of Glasser,,http://braininfo.org/centraldirectory.aspx?ID=4662,,,
4663,a,NA,6,ancillary concepts,Not Defined,area v23ab,v23ab,http://braininfo.org/centraldirectory.aspx?ID=4663,"refers to a part of posterior cingulate cortex located in the posterior cingulate gyrus and isthmus of the cingulate gyrus. It is separated from the splenium of the corpus callosum by retrosplenial cortex and bounded caudally by area POS1, dorsally by area 7m and area 31pd, and rostrally by area 31pv and area d23ab. It is considered equivalent to the sum of area v23a and area v23b of Vogt-2009. Defined in the human by multiple criteria, it is somewhat fMRI-activated in a STORY task and deactivated in RELATIONAL and FACES tasks. Other authors have referred to overlapping parts of the same topological area as 23a, 23b, and v23 ( Glasser-2016 ). ",,
4664,a,NA,6,ancillary concepts,Not Defined,area d23ab,d23ab,http://braininfo.org/centraldirectory.aspx?ID=4664,"refers to a part of posterior cingulate cortex located caudally in the posterior cingulate gyrus. It is separated from the corpus callosum by retrosplenial cortex and bounded caudally by area v23ab, dorsally by area 31pv and rostrally by area 23d. It is considered equivalent to the sum of area d23a and area d23b of Vogt-2009. Defined in the human by multiple criteria, it is fMRI-deactivated in a WORKING MEMORY task and somewhat deactivated in FACES, STORY, and THEORY OF MIND  tasks. Other authors have referred to overlapping parts of the same topological area as 23a, 23b, and d23 ( Glasser-2016 ). ",,
